Pair	Ecotype	Population.ID	VH	WW	MSA	MSD	SBA	AREA	ELONG	DISS	CIRC
D12-H14	Dune	D12	-0.048465516	0.433318794	-1.069819936	-1.370214613	0.696781674	0.186132334	-0.606596585	-0.495263675	-2.318142869
D12-H14	Dune	D12	0.919997807	0.249684815	-1.069819936	0.483119805	0.696781674	0.684753809	-1.442319824	-0.746190037	-1.418985688
D12-H14	Dune	D12	1.139589763	0.329101666	1.075955086	0.653616549	1.107284965	0.964644243	-0.709422417	-0.69197757	-1.492827434
D12-H14	Dune	D12	0.834787256	-1.040944245	1.234133227	0.121064635	0.696781674	-0.243987528	-1.216387219	-0.720938959	-1.07898631
D12-H14	Dune	D12	0.980276486	1.437229283	1.01146409	1.59185422	0.696781674	0.332008473	0.095262157	-0.368479861	-1.130411286
D12-H14	Dune	D12	1.421363393	0.634488035	-1.069819936	0.671789759	0.541848705	0.385882474	-2.357174949	-0.90856538	-2.402570423
D12-H14	Dune	D12	0.986797061	-0.864422788	0.636492963	0.502712198	0.696781674	0.01933531	-1.039387456	-0.762385569	-1.553491246
D12-H14	Dune	D12	1.018896181	0.166406969	0.636492963	0.097845827	0.696781674	0.750636325	-1.472328408	-0.501817376	-2.071105766
D12-H14	Dune	D12	1.448565212	-0.888553673	1.426634074	-1.46145972	0.960604622	0.561469246	-2.214546139	-0.78556007	-0.557498922
D12-H14	Dune	D12	1.086723623	0.944353797	-1.069819936	0.30934107	0.541848705	-0.010809709	-1.259173476	-0.840835523	-1.671307499
D12-H14	Dune	D12	0.913115979	-0.40481562	0.636492963	1.061495725	0.696781674	1.292734895	-1.65375305	-0.514567362	-1.492827434
D12-H14	Dune	D12	1.331070619	0.230822997	1.234133227	0.45340873	1.001071767	0.706868983	-2.212695486	-0.923416302	-2.33898735
D12-H14	Dune	D12	1.749729237	1.203086751	1.13378504	2.323480799	0.960604622	-0.021519499	-1.083989568	-0.376740978	-1.960575088
D12-H14	Dune	D12	1.275630039	0.393539721	0.854769809	0.092003627	0.869555488	0.648231713	-1.923822608	-0.888520262	-1.18954065
D12-H14	Dune	D12	1.190297489	0.578643359	1.13378504	-0.310339836	0.817727683	0.769711349	-1.036655867	-0.726995415	-1.663280265
D12-H14	Dune	D12	1.098667627	0.166406969	0.636492963	-0.492242426	0.760547762	-0.109813294	-0.756569505	-0.621222016	-2.662261579
D12-H14	Dune	D12	1.104596835	-0.38658923	1.393063958	1.299781478	1.001071767	0.25684501	-1.83823539	-0.834019419	-1.11100435
D12-H14	Dune	D12	0.940417447	0.536854348	1.075955086	-1.208474195	1.038783841	1.767552603	-0.697252256	0.576847023	-1.222996794
D12-H14	Dune	D12	1.145327264	0.422047276	1.075955086	0.621457177	1.074092192	0.279625772	-2.502350455	-1.00588736	-1.568887001
D12-H14	Dune	D12	0.926841718	0.722117251	0.854769809	0.097845827	1.001071767	0.103174718	-1.571133639	-0.86018995	-1.312109378
D12-H14	Dune	D12	1.986133399	0.477677635	1.393063958	0.026721549	0.817727683	1.766584017	-1.209949335	-0.58047694	-1.277463239
D12-H14	Dune	D12	1.043991313	0.698221961	1.357354214	1.034682749	1.001071767	0.292300503	-1.292518902	-0.607645718	-0.948763142
D32-H12	Dune	D32	-0.242443191	-0.7263671	1.01146409	-0.003587753	0.760547762	0.123124813	0.469769876	-0.213577046	1.105664324
D32-H12	Dune	D32	-0.8653647	-1.925000697	1.075955086	-0.93444027	0.817727683	0.57840983	0.582718706	0.003234177	0.243830255
D32-H12	Dune	D32	0.906195811	0.698221961	1.234133227	1.757254433	0.817727683	0.357853814	-1.020592753	-0.689379123	-0.674082345
D32-H12	Dune	D32	0.19534687	0.27451517	1.234133227	1.333788283	-1.361107807	-0.444809869	-0.280351854	-0.527007937	0.167195275
D32-H12	Dune	D32	-0.410813301	0.029819571	-1.069819936	1.993479999	-1.361107807	-0.316995148	-1.148361148	-0.416360317	-0.84223653
D32-H12	Dune	D32	-0.728725241	-0.451248394	1.098638936	0.483119805	1.001071767	0.166194871	0.70084754	-0.008515754	0.112136739
D32-H12	Dune	D32	-0.078763769	-1.237764545	1.13378504	-0.142004901	0.760547762	-0.257915217	0.543746546	-0.016961395	0.288722291
D32-H12	Dune	D32	0.618561223	-0.828852005	-1.069819936	-0.109793098	1.001071767	0.724485095	-0.37130565	-0.386427709	-0.178220552
D32-H12	Dune	D32	0.686642194	-0.40481562	-1.069819936	-0.879808352	1.038783841	0.864504331	-1.193594117	-0.743995954	-0.23229932
D32-H12	Dune	D32	0.759021897	0.022695799	1.075955086	-0.925242664	0.817727683	0.215718926	-0.677420187	-0.645248814	-0.979166787
D32-H12	Dune	D32	-0.390938208	-0.087875759	1.458306533	1.452138993	-1.361107807	0.17996067	-0.561533997	-0.512170248	-0.15602415
D32-H12	Dune	D32	0.038232462	-1.410018265	0.854769809	-0.879808352	0.760547762	0.148677356	-0.183956737	-0.284364759	0.429357872
D32-H12	Dune	D32	0.367349302	0.172958658	0.636492963	0.189321998	0.696781674	-0.304973131	-1.86726588	-0.864804826	-0.865524914
D32-H12	Dune	D32	-0.333152589	-0.748617601	1.458306533	0.132585115	0.817727683	1.010166878	0.568712578	0.120737772	-0.273629946
D32-H12	Dune	D32	0.231705567	0.179485388	1.13378504	-0.835270238	0.869555488	1.123082112	-0.269317188	-0.123425143	-0.214144447
D32-H12	Dune	D32	0.849401151	-1.081258211	1.31921342	-0.943675494	0.760547762	-0.652400547	-0.624642808	-0.224603646	-1.599962141
D32-H12	Dune	D32	-0.45154373	-1.081258211	-1.069819936	0.239194166	-1.361107807	-0.767586223	-0.329174169	-0.480138814	-0.116554374
D32-H12	Dune	D32	-0.094194611	-1.283051706	1.393063958	0.24466813	0.916947912	-0.668742897	-0.903304858	-0.720354961	-0.948763142
D32-H12	Dune	D32	0.653068075	0.029819571	1.13378504	0.155451226	1.074092192	-0.425409345	-0.79003669	-0.642935867	-0.236858439
D32-H12	Dune	D32	-0.45154373	-0.298257064	1.357354214	1.347248884	0.817727683	-0.299942688	0.050627935	-0.27833109	0.340109986
D32-H12	Dune	D32	-0.19103585	0.510208951	1.31921342	1.674617747	-1.361107807	0.872248001	-0.674311064	-0.417465957	-0.516401176
D32-H12	Dune	D32	0.345745856	-0.042787248	0.854769809	-0.999894393	0.760547762	0.285364401	-0.755437701	-0.518301522	-1.312109378
D32-H12	Dune	D32	0.323760029	-1.817212672	1.357354214	1.729099341	1.001071767	-0.178122584	0.078440361	-0.452670745	0.354602695
D32-H12	Dune	D32	-0.125643552	-1.511826303	1.186202035	0.293345661	0.817727683	0.13322035	-0.932531924	-0.624884027	-0.567878421
D32-H12	Dune	D32	0.518405644	-0.00609924	1.458306533	0.403004647	0.869555488	1.103325675	-0.5814392	-0.505108672	-1.0161396
D32-H12	Dune	D32	-0.260062874	-1.179185693	1.01146409	2.193519805	0.817727683	0.361727495	-0.392872214	-0.564208962	-0.026782195
D32-H12	Dune	D32	0.953846408	0.427692304	0.636492963	-0.40309891	1.001071767	0.564140515	-1.442522857	-0.466959414	-0.801990174
D32-H12	Dune	D32	0.489628292	0.90215303	-1.069819936	-0.980998809	0.326025387	0.684142849	-1.111826359	-0.681240556	-1.136913447
D32-H12	Dune	D32	0.849401151	-0.028017635	1.234133227	0.630692401	0.916947912	0.286590979	-0.724841038	-0.622679024	-0.824909716
D32-H12	Dune	D32	0.678333355	-0.460687892	1.278286236	-0.553688644	1.074092192	0.628007267	-0.611629315	-0.282649671	-0.985291554
D00-H00	Headland	H00	-1.121067287	0.76893067	-0.06562228	0.217164633	-1.361107807	-1.258834222	-0.655001847	-0.651602677	0.794578668
D00-H00	Headland	H00	-1.194157003	1.084371603	0.295089291	0.032734893	-1.361107807	-0.722391324	0.663972521	-0.250793221	1.029326366
D00-H00	Headland	H00	-0.033589089	0.98960471	-1.069819936	0.178088098	-1.361107807	-1.144748538	0.404010466	-0.271908367	-0.287558081
D00-H00	Headland	H00	-0.109819557	-0.805541924	-0.06562228	0.056629392	-0.032305411	-0.378079451	-0.71427564	-0.619955259	-0.54716179
D00-H00	Headland	H00	-0.836807884	-0.181776765	-1.069819936	0.038732264	-1.361107807	-0.946722312	0.117190996	-0.412429951	0.084152008
D00-H00	Headland	H00	-0.207936339	-0.619253191	1.13378504	0.807882026	0.696781674	-0.667099842	0.676830565	-0.27829834	-0.227748379
D00-H00	Headland	H00	0.052111565	0.410701112	-1.069819936	-1.707137573	-0.032305411	-0.563565966	-0.528116848	-0.593328154	-0.310943212
D00-H00	Headland	H00	0.024196529	1.249059455	0.854769809	-0.657248658	0.326025387	0.05996955	-0.522360079	-0.597378723	0.457265506
D00-H00	Headland	H00	0.119272072	0.224489295	0.854769809	-1.315003815	-0.032305411	-0.526769436	-0.044884446	-0.230100173	-0.116554374
D00-H00	Headland	H00	-0.653419348	-0.042787248	-1.069819936	-1.157036682	-1.361107807	-0.567377012	-0.996736773	-0.73058918	0.08012883
D00-H00	Headland	H00	-1.271817715	0.399279306	0.295089291	0.032734893	-1.361107807	-0.411718482	0.102022691	-0.350635107	0.9334261
D00-H00	Headland	H00	-0.260062874	0.745683847	0.274088581	-0.168109344	-0.032305411	0.419294789	0.154231777	-0.168297021	0.240053076
D00-H00	Headland	H00	-0.19103585	0.444516641	-1.069819936	-0.852980205	-0.032305411	-0.53345415	0.038339228	-0.5270331	1.12439463
D00-H00	Headland	H00	-0.808892849	0.604253171	-1.069819936	1.030826199	0.696781674	-1.192137033	1.958517592	0.756719688	-0.446046864
D00-H00	Headland	H00	-0.157909439	0.488590184	-1.069819936	-0.03430944	-0.032305411	-0.776451504	-0.353986917	-0.575557184	-0.103533303
D00-H00	Headland	H00	-0.352117336	0.673988679	0.295089291	0.032734893	-1.361107807	-0.652400547	-0.241588878	-0.549512495	-0.455978603
D00-H00	Headland	H00	-0.703112647	0.387780844	-1.069819936	-1.473129044	0.326025387	-0.659730437	0.636374107	-0.262912365	-0.005868838
D00-H00	Headland	H00	-0.260062874	0.985540023	0.295089291	0.032734893	-1.361107807	-0.637857632	0.306447789	-0.444088859	0.634770278
D00-H00	Headland	H00	0.219703862	0.805481699	-1.069819936	-0.161554886	0.916947912	-0.814326546	-0.34028783	-0.553510223	0.397589742
D00-H00	Headland	H00	-0.17436222	0.960947287	-1.069819936	1.154738087	0.326025387	-0.938686895	-0.178252941	-0.424696076	-0.090578836
D00-H00	Headland	H00	-0.559626374	0.563091684	-1.069819936	1.58582482	-1.361107807	-0.693628679	-0.551335328	-0.533721478	-0.446046864
D00-H00	Headland	H00	-0.836807884	0.399279306	0.295089291	0.032734893	-1.361107807	-0.854222089	0.623083953	-0.276430623	0.990276803
D00-H00	Headland	H00	-1.121067287	1.337461757	-1.069819936	1.570680503	-1.361107807	-1.18612285	0.968403636	0.050630637	-0.52150208
D00-H00	Headland	H00	-0.537244384	0.573475137	0.295089291	0.032734893	-1.361107807	-0.257306706	1.271512116	0.20377519	0.436363659
D00-H00	Headland	H00	-3.311738482	1.213805855	-1.069819936	-1.157036682	-1.361107807	-0.72410224	1.376897621	0.087279365	0.281295324
D00-H00	Headland	H00	-0.493655112	0.230822997	-1.069819936	-2.584082107	-1.361107807	-1.133153715	0.176663041	-0.334057712	-0.214144447
D00-H00	Headland	H00	0.106127327	0.726856575	-1.069819936	0.790775815	0.696781674	-0.840172415	-0.527714754	-0.502147418	-0.214144447
D00-H00	Headland	H00	-0.894593503	0.410701112	0.636492963	-0.161554886	-1.361107807	-1.559137809	-0.589652502	-0.453454826	-0.382422822
D00-H00	Headland	H00	-0.19103585	0.673988679	1.393063958	-0.248283771	0.817727683	-1.63033607	0.239333144	-0.144853975	-0.086275368
D00-H00	Headland	H00	-0.19103585	0.787303655	0.636492963	-0.366969993	0.760547762	-1.368148826	0.031691828	-0.382819003	-0.480979727
D01-H01	Headland	H01	0.518405644	0.94851726	0.274088581	0.899717606	-0.032305411	-1.222611347	1.230388731	1.198762751	0.525718128
D01-H01	Headland	H01	0.644530812	0.588933267	1.393063958	0.43338191	0.869555488	-0.442021453	2.539846801	1.554766631	-0.178220552
D01-H01	Headland	H01	0.60094154	1.560842854	0.75619129	1.985907015	-1.361107807	0.406626744	0.564075421	1.05135695	0.539189394
D01-H01	Headland	H01	0.106127327	-0.51844385	0.274088581	0.325223967	0.916947912	-0.512763705	0.231928722	0.125437691	0.598938783
D01-H01	Headland	H01	-0.078763769	0.346917402	0.578036064	0.222692198	0.869555488	-0.318266797	0.124167135	-0.125235619	0.329185773
D01-H01	Headland	H01	-0.678017514	-1.817212672	-1.069819936	-1.618077781	-1.361107807	-0.424034071	0.378250983	0.27586655	0.562593065
D01-H01	Headland	H01	-0.808892849	0.977381605	0.274088581	1.114184996	-1.361107807	-0.431615253	0.714459282	2.058582847	-0.236858439
D01-H01	Headland	H01	0.219703862	0.311098721	-1.069819936	-0.261927372	-0.032305411	-0.392778746	0.637422293	-0.006542915	0.892857383
D01-H01	Headland	H01	0.106127327	1.259495616	0.578036064	0.222692198	0.444378252	-0.249420607	0.067085864	-0.283928932	0.084152008
D01-H01	Headland	H01	0.231705567	1.501656847	0.578036064	0.222692198	0.541848705	-0.0525895	0.491865235	0.053126476	0.827763803
D01-H01	Headland	H01	-0.894593503	-0.359608129	-1.069819936	0.483119805	-1.361107807	-0.448303409	2.067793994	3.086591939	-0.112206579
D01-H01	Headland	H01	-0.894593503	-1.313922172	-1.069819936	-1.484858988	-1.361107807	-1.210339981	0.337731408	-0.302488645	1.048627654
D01-H01	Headland	H01	-0.894593503	-0.020680303	-1.069819936	0.032734893	-0.032305411	-0.718975905	0.507369603	0.552665322	0.723753827
D01-H01	Headland	H01	-0.225069946	0.166406969	1.278286236	-0.632925165	-1.361107807	-0.425409345	0.200076708	0.406736094	0.270113881
D01-H01	Headland	H01	1.270465097	0.717364781	-1.069819936	0.96025767	0.817727683	0.437713569	-0.194803589	0.163205413	-0.358371438
D01-H01	Headland	H01	0.079413033	0.644448904	0.854769809	0.984026407	-1.361107807	-0.253054693	0.540034635	-0.17126847	0.682828508
D01-H01	Headland	H01	-0.033589089	1.866407302	0.578036064	0.222692198	-1.361107807	0.485532731	1.886055597	5.64991061	-1.863325741
D01-H01	Headland	H01	0.518405644	0.483142598	0.484086792	-0.021970562	-0.032305411	0.52282536	0.396228868	0.628331054	0.236270267
D01-H01	Headland	H01	-0.45154373	0.863262632	0.274088581	-0.616853857	-1.361107807	-0.158739974	0.411845415	-0.009088325	0.770167943
D01-H01	Headland	H01	-0.277936086	0.029819571	-1.069819936	-1.116714019	0.326025387	-0.763175052	1.064534933	1.385063178	0.209631184
D01-H01	Headland	H01	0.669968564	1.210240267	-1.069819936	-0.142004901	0.541848705	0.839643802	2.127937761	3.935217562	-0.081979188
D01-H01	Headland	H01	0.926841718	0.92759802	1.01146409	-0.879808352	0.960604622	-0.663000824	0.434492949	0.181495723	0.670101888
D01-H01	Headland	H01	0.255366602	0.11982992	0.274088581	-0.515089257	-1.361107807	-0.430924313	0.110080622	-0.162711785	0.84270539
D01-H01	Headland	H01	-0.537244384	-0.333045356	0.274088581	-1.018949436	-1.361107807	0.409244486	1.011328712	2.863407246	-1.470447971
D01-H01	Headland	H01	0.409460684	0.688569741	1.234133227	0.255576408	0.444378252	-0.477292273	1.069631088	0.319427516	-0.129642738
D01-H01	Headland	H01	-1.354659526	0.329101666	0.578036064	0.222692198	-1.361107807	-1.217689575	0.83937968	0.015301979	1.092200222
D01-H01	Headland	H01	-0.333152589	0.609329514	-1.069819936	-0.592959358	-1.361107807	-0.505449501	0.963280227	0.330122024	0.947758859
D01-H01	Headland	H01	-1.697812298	-0.247364277	0.578036064	0.222692198	-0.032305411	-0.334263014	1.364038399	0.374382061	0.791540167
D01-H01	Headland	H01	0.255366602	0.230822997	0.938575375	0.356658477	0.817727683	-0.912893276	1.47552328	0.112708087	1.009876851
D01-H01	Headland	H01	-0.033589089	0.619437299	0.636492963	1.717738264	-0.032305411	-0.310654594	1.270628298	3.379098624	-0.52150208
D03-H02	Headland	H02	-0.986647966	-2.63083105	-1.069819936	-1.827060044	0.541848705	-1.043774099	0.808393601	0.072333448	1.520881653
D03-H02	Headland	H02	-1.589729654	-2.845268621	0.274088581	-1.198092525	0.326025387	-1.422697062	1.362299859	0.06265461	1.094898773
D03-H02	Headland	H02	-2.093384949	-2.088292246	-1.069819936	-1.605636928	-1.361107807	-1.252520023	0.67604834	0.244911394	1.348754685
D03-H02	Headland	H02	-1.398248798	-1.755651636	-1.069819936	-1.786374094	-0.032305411	0.13322035	1.139818423	0.400242352	1.552596111
D03-H02	Headland	H02	-0.894593503	-1.601546514	-1.069819936	-1.746408287	-1.361107807	-1.335631427	0.703999348	0.078185371	1.009876851
D03-H02	Headland	H02	-2.173552558	-1.715806479	-1.069819936	-1.827060044	-1.361107807	-0.913876392	1.730162669	0.742388338	1.368198873
D03-H02	Headland	H02	-0.43101158	0.393539721	-1.069819936	0.155451226	-1.361107807	0.052714865	0.874839817	0.22574007	1.306933357
D03-H02	Headland	H02	-0.678017514	-1.081258211	-1.069819936	0.032734893	-1.361107807	-0.539423685	1.045149251	0.257453923	1.509458126
D03-H02	Headland	H02	-1.816203439	-0.771160881	-1.069819936	-1.733242015	-1.361107807	-0.829960324	0.814168176	-0.084346008	1.358495436
D03-H02	Headland	H02	-0.537244384	-0.165764831	-1.069819936	-0.530449922	-1.361107807	0.042981671	-0.206579993	-0.395836848	0.605491423
D03-H02	Headland	H02	-1.271817715	0.126561813	-0.454098962	-0.879808352	-1.361107807	-0.481586584	0.752535888	0.121059092	1.684188968
D03-H02	Headland	H02	-2.093384949	-1.001557119	-1.069819936	-1.415376302	-1.361107807	-0.907009387	1.308539853	0.207769245	1.863617313
D03-H02	Headland	H02	-1.755597917	-1.443286583	-1.069819936	-0.492242426	-1.361107807	-0.603729931	0.488972733	-0.183273307	1.06505534
D03-H02	Headland	H02	-1.642595794	-0.759852163	-1.069819936	-1.086937643	-1.361107807	-1.343688549	1.089766349	0.123931281	1.673480313
D03-H02	Headland	H02	-1.121067287	0.578643359	-0.454098962	-0.879808352	-0.032305411	-0.615538423	-0.257964539	-0.303914001	0.076099238
D03-H02	Headland	H02	-1.312548144	-0.715349284	-1.069819936	0.903804501	-1.361107807	-0.944709024	0.041963546	-0.300890219	1.119057233
D03-H02	Headland	H02	-1.755597917	-0.608901108	-1.069819936	-0.425057033	-1.361107807	-0.094605908	0.864618244	-0.100693762	1.326700037
D03-H02	Headland	H02	-0.955199025	-1.122543691	0.274088581	-2.246969694	0.541848705	-0.813412454	-0.736174964	-0.636826539	0.429357872
D03-H02	Headland	H02	-1.232380536	-0.568107169	-1.069819936	-1.772973407	-1.361107807	-1.151752932	1.753897866	0.509890408	1.251765792
D03-H02	Headland	H02	-0.678017514	-0.498974726	-1.069819936	-0.135525674	-1.361107807	-0.289936999	0.417634129	-0.245062256	0.354602695
D03-H02	Headland	H02	-1.539021928	-1.108671028	-1.069819936	-0.791593651	-0.032305411	-1.394451816	-0.022337503	-0.169956879	1.012664512
D03-H02	Headland	H02	-0.754877087	-0.157814633	-1.069819936	0.103672951	-1.361107807	-1.369520647	0.261841559	-0.395224843	0.839724119
D03-H02	Headland	H02	-1.490303261	-0.771160881	-1.069819936	-0.999894393	-1.361107807	-1.226314342	0.309291271	-0.215836817	0.255128085
D03-H02	Headland	H02	-0.629298847	0.21175121	0.274088581	-1.136785344	0.326025387	-0.116382892	-0.010131983	-0.31513567	0.723753827
D03-H02	Headland	H02	-1.539021928	-0.693523963	0.274088581	-2.118821315	-1.361107807	-0.551441531	0.333516696	0.001639472	0.863476631
D03-H02	Headland	H02	-2.018079057	-2.296215495	-1.069819936	-1.136785344	-1.361107807	-0.906031198	0.56448576	-0.304336402	0.860519715
D03-H02	Headland	H02	-1.589729654	-1.067714548	-0.454098962	-0.879808352	-1.361107807	-0.806121659	0.274011304	-0.092801444	1.348754685
D03-H02	Headland	H02	-1.121067287	-0.650690119	-0.454098962	-0.879808352	-1.361107807	0.232828301	-0.277533425	-0.464775771	0.71436805
D03-H02	Headland	H02	-0.781591381	-1.067714548	0.274088581	-0.86188755	-0.032305411	-0.725815298	0.456497865	-0.320512071	1.22628678
D03-H02	Headland	H02	-1.194157003	-0.7263671	-0.454098962	-0.879808352	0.817727683	-0.878922241	-0.098826024	-0.446394827	0.579178531
D02-H04	Headland	H04	-0.45154373	-0.197939758	0.274088581	-1.720152071	0.326025387	0.225582965	1.602237416	2.630494178	-1.028584804
D02-H04	Headland	H04	-0.493655112	0.286796689	-1.069819936	-1.746408287	-1.361107807	0.870649457	2.230400992	3.453140599	-0.924700328
D02-H04	Headland	H04	-1.271817715	-1.027714337	-1.069819936	-2.1660288	-1.361107807	-0.940691326	1.583861192	2.843477697	-1.156520714
D02-H04	Headland	H04	-0.629298847	-0.40481562	-1.069819936	-1.449850393	-0.032305411	-0.377415043	1.127751265	1.539906308	-0.83644775
D02-H04	Headland	H04	-0.808892849	-0.281124276	-1.069819936	-0.248283771	-0.032305411	-0.453209412	1.906694598	2.858154751	-0.930694627
D02-H04	Headland	H04	0.219703862	0.76893067	-1.069819936	-2.508808165	0.326025387	0.096146316	0.941301598	0.85135561	0.088168806
D02-H04	Headland	H04	-0.924526682	-0.78254474	-1.069819936	-1.556547839	-1.361107807	-1.322307525	0.731665408	0.570338476	-0.178220552
D02-H04	Headland	H04	-0.582419064	-1.313922172	-1.069819936	-2.722169354	-1.361107807	-0.405602045	1.675978693	2.915968269	-1.720012706
D02-H04	Headland	H04	-1.194157003	0.106286256	-1.069819936	-1.028537599	-1.361107807	-1.184923184	1.428219035	1.667488465	-0.668665038
D02-H04	Headland	H04	-0.678017514	0.065000776	-1.069819936	0.531785679	-1.361107807	0.740411736	2.082261319	3.323991099	-0.848038589
D02-H04	Headland	H04	0.119272072	1.217364038	-1.069819936	-0.835270238	-1.361107807	-0.792555343	1.323428597	1.540240685	0.147668631
D02-H04	Headland	H04	0.290033972	0.358692462	0.274088581	-1.336926406	0.541848705	-0.126296869	1.838368881	3.285273956	-1.553491246
D02-H04	Headland	H04	-0.19103585	0.249684815	-0.208477504	-0.808963038	0.326025387	-0.708780547	1.862231814	3.193334475	-1.243284695
D02-H04	Headland	H04	-1.539021928	-0.414002047	-0.208477504	-0.808963038	-1.361107807	-1.52642121	1.437083034	0.938644471	0.446836145
D02-H04	Headland	H04	0.065837304	0.515571286	0.75619129	-1.733242015	-1.361107807	-0.666279055	1.708183445	2.264481005	-0.531734781
D02-H04	Headland	H04	-1.157074643	-0.759852163	-1.069819936	-1.799854785	-0.032305411	-1.134308784	1.012968812	0.592831489	0.092179254
D02-H04	Headland	H04	-0.410813301	-1.001557119	0.274088581	-0.757250645	0.326025387	-0.576567106	1.879789569	2.897896605	-1.143432364
D02-H04	Headland	H04	-1.755597917	-0.414002047	-0.208477504	-0.808963038	-1.361107807	-0.885649248	1.01579131	0.586921666	0.35098728
D02-H04	Headland	H04	-1.816203439	-0.619253191	-1.069819936	-0.673611115	-1.361107807	-1.277953711	1.991747435	2.619424624	-0.094889629
D02-H04	Headland	H04	0.065837304	0.166406969	0.854769809	-2.622681494	0.760547762	-0.759656333	1.463436399	1.925311435	-0.246001388
D02-H04	Headland	H04	-1.121067287	-2.063990214	-1.069819936	-2.057375098	-1.361107807	-0.380740321	1.942667737	1.850421354	-0.773629371
D02-H04	Headland	H04	-1.816203439	-0.281124276	-1.069819936	-0.046716115	-0.032305411	-0.750898961	2.240505535	3.101334083	-0.609827075
D02-H04	Headland	H04	-0.955199025	0.022695799	-0.208477504	-0.808963038	0.326025387	-1.087733551	0.421228586	0.049947287	0.205802615
D02-H04	Headland	H04	-0.43101158	-0.840627065	-1.069819936	-0.943675494	-0.032305411	-0.817072488	1.431055299	2.184569023	-0.75116721
D02-H04	Headland	H04	0.219703862	0.370387146	-1.069819936	0.261010849	-1.361107807	-0.032313857	2.467081523	4.112411047	-1.545828335
D02-H04	Headland	H04	0.052111565	-0.142024065	-1.069819936	0.483119805	0.444378252	-0.204206036	1.609341915	1.836105888	-0.985291554
D02-H04	Headland	H04	-0.629298847	-0.682714687	-1.069819936	-0.359813064	0.175332328	-0.646726571	2.077172646	4.025845073	-1.647301701
D02-H04	Headland	H04	-0.986647966	-1.150630624	0.274088581	0.635295887	0.326025387	-0.693628679	1.553806929	2.408444743	-1.169677076
D02-H04	Headland	H04	-0.8653647	-0.333045356	-1.069819936	0.816386779	-1.361107807	-0.82811175	1.963437769	2.86090495	-1.066291596
D02-H04	Headland	H04	-1.947078773	-0.876445747	-1.069819936	-1.910699574	-1.361107807	-0.116382892	2.646069422	5.147707881	-0.830672171
D04-H05	Headland	H05	-1.121067287	1.59824558	-0.08947496	0.080273683	-1.361107807	-0.683619937	0.0011294	-0.406801775	-0.266694499
D04-H05	Headland	H05	-1.194157003	0.15983013	-1.069819936	0.200500284	-0.368197774	-1.334293175	-0.511811791	-0.451855387	0.584133067
D04-H05	Headland	H05	-3.311738482	-1.511826303	-0.08947496	0.080273683	-1.361107807	-1.318335548	0.24108731	-0.466728555	0.848657435
D04-H05	Headland	H05	-0.45154373	-1.237764545	-1.069819936	-0.374149678	1.074092192	-0.096497606	0.104539421	-0.468784514	0.861998604
D04-H05	Headland	H05	-0.808892849	0.192464727	-0.08947496	0.080273683	-1.361107807	-0.750026302	-0.01245593	-0.384907736	0.275710773
D04-H05	Headland	H05	-0.277936086	0.568291276	-1.069819936	0.080273683	-1.361107807	-0.420601929	-0.462645442	-0.569537429	0.392256095
D04-H05	Headland	H05	0.323760029	1.068936683	-1.069819936	0.616825362	-1.361107807	-0.639063649	-0.422890145	-0.587191855	0.505375909
D04-H05	Headland	H05	0.450191113	-0.650690119	-1.069819936	-1.077098808	-1.361107807	-2.142097026	0.73902473	0.107725955	0.802159014
D04-H05	Headland	H05	0.065837304	0.547397548	-0.08947496	0.080273683	0.326025387	-0.861774712	-0.246595632	-0.525345269	0.71436805
D04-H05	Headland	H05	-1.232380536	-0.888553673	-1.069819936	-0.553688644	-1.361107807	-2.096961038	0.508432683	-0.17144974	0.537509406
D04-H05	Headland	H05	-0.836807884	-0.247364277	-1.069819936	-0.916082371	-1.361107807	-1.234993873	-0.307545432	-0.555486774	0.736214339
D04-H05	Headland	H05	-1.121067287	0.13994676	-1.069819936	1.594862894	-1.361107807	-1.206679949	-0.018066629	-0.355343726	0.386911191
D04-H05	Headland	H05	-1.121067287	0.814498901	-0.08947496	0.080273683	-0.368197774	-1.149998466	0.335897523	-0.257394177	0.97193994
D04-H05	Headland	H05	-0.955199025	1.076671524	-0.08947496	0.080273683	-1.361107807	-1.749131472	0.023471291	-0.256356163	0.69864738
D04-H05	Headland	H05	-1.086074359	0.818989768	-1.069819936	0.032734893	-1.361107807	-0.822580976	-0.472098615	-0.318167786	0.314546472
D04-H05	Headland	H05	-0.45154373	1.651482938	0.274088581	-0.641003918	-1.361107807	-1.36609367	0.223801369	-0.075507042	0.151586029
D04-H05	Headland	H05	-0.063522268	0.133267358	-1.069819936	1.230191714	-1.361107807	-1.536464362	0.388443206	0.316778049	-0.583527859
D04-H05	Headland	H05	-0.333152589	0.520916889	-1.069819936	0.99973436	-1.361107807	-0.876527737	0.070614504	-0.02401425	0.294278255
D04-H05	Headland	H05	-0.808892849	0.230822997	-1.069819936	0.653616549	-1.361107807	-1.754577779	0.484718546	-0.140491912	0.360016148
D04-H05	Headland	H05	-1.232380536	0.192464727	1.13378504	1.353949213	-1.361107807	-1.398651577	-0.237495933	-0.344012096	0.043629664
D04-H05	Headland	H05	0.55576686	0.230822997	-0.08947496	0.080273683	0.326025387	-0.578104813	-0.138639681	-0.232057236	0.417050903
